pk_l2;pk_l3;un_pk_l3;un_code_l3;classificationDesc;classificationType;typeCode;desc_l3;updateMark;updateMark_TZ
G-LVL02-IDX-0633;G-LVL03-IDX-3444;HS-C-540234;540234;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3445;HS-C-540239;540239;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3446;HS-C-540241;540241;HS;Goods;C;Yarn,nylon/polyamide, single untwisted nes, not retai;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3447;HS-C-540242;540242;HS;Goods;C;Yarn, polyester, part oriented, single, not retail;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3448;HS-C-540243;540243;HS;Goods;C;Yarn, polyester, single, untwisted nes, not retail;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3449;HS-C-540244;540244;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, elastomeric, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3450;HS-C-540245;540245;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3451;HS-C-540246;540246;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3452;HS-C-540247;540247;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3453;HS-C-540248;540248;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3454;HS-C-540249;540249;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3455;HS-C-540251;540251;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3456;HS-C-540252;540252;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3457;HS-C-540253;540253;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3458;HS-C-540259;540259;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3459;HS-C-540261;540261;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3460;HS-C-540262;540262;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3461;HS-C-540263;540263;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene, other than high tenacity or textured yarn, multiple (folded) or cabled, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0633;G-LVL03-IDX-3462;HS-C-540269;540269;HS;Goods;C;"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3463;HS-C-540310;540310;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of high tenacity viscose rayon, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3464;HS-C-540320;540320;HS;Goods;C;Textured yarn nes, of artificial filaments, not retai;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3465;HS-C-540331;540331;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3466;HS-C-540332;540332;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, twisted more than 120 turns per metre, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3467;HS-C-540333;540333;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3468;HS-C-540339;540339;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3469;HS-C-540341;540341;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3470;HS-C-540342;540342;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, multiple (folded) or cabled, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0634;G-LVL03-IDX-3471;HS-C-540349;540349;HS;Goods;C;"Yarn, artificial; filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0635;G-LVL03-IDX-3472;HS-C-540410;540410;HS;Goods;C;Synthetic monofilament, >67 dtex, thickness < 1mm;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0635;G-LVL03-IDX-3473;HS-C-540411;540411;HS;Goods;C;"Elastomeric monofilament; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0635;G-LVL03-IDX-3474;HS-C-540412;540412;HS;Goods;C;"Monofilament of polypropylene; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0635;G-LVL03-IDX-3475;HS-C-540419;540419;HS;Goods;C;"Monofilament n.e.c. in heading no 5404; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0635;G-LVL03-IDX-3476;HS-C-540490;540490;HS;Goods;C;"Filament, synthetic; strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0636;G-LVL03-IDX-3477;HS-C-540500;540500;HS;Goods;C;"Monofilament, synthetic; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0637;G-LVL03-IDX-3478;HS-C-540600;540600;HS;Goods;C;Man-made filament yarn (other than sewing thread), put up for retail sale;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0637;G-LVL03-IDX-3479;HS-C-540610;540610;HS;Goods;C;Yarn of synthetic filament not sewing thread, retail;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0637;G-LVL03-IDX-3480;HS-C-540620;540620;HS;Goods;C;Yarn of artificial filament not sewing thread, retail;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3481;HS-C-540710;540710;HS;Goods;C;"Fabrics, woven; from high tenacity yarn, of nylon, other polyamides or of polyesters";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3482;HS-C-540720;540720;HS;Goods;C;"Fabrics, woven; from strip or the like, of synthetic textile materials";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3483;HS-C-540730;540730;HS;Goods;C;"Fabrics, woven; from synthetic filament yarn, adhesive or thermal bonded";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3484;HS-C-540741;540741;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3485;HS-C-540742;540742;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3486;HS-C-540743;540743;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3487;HS-C-540744;540744;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3488;HS-C-540751;540751;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3489;HS-C-540752;540752;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3490;HS-C-540753;540753;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3491;HS-C-540754;540754;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3492;HS-C-540760;540760;HS;Goods;C;Woven fabric >85% non-textured polyester filament, ne;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3493;HS-C-540761;540761;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3494;HS-C-540769;540769;HS;Goods;C;"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3495;HS-C-540771;540771;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3496;HS-C-540772;540772;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3497;HS-C-540773;540773;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3498;HS-C-540774;540774;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3499;HS-C-540781;540781;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3500;HS-C-540782;540782;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3501;HS-C-540783;540783;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3502;HS-C-540784;540784;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3503;HS-C-540791;540791;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3504;HS-C-540792;540792;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3505;HS-C-540793;540793;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0638;G-LVL03-IDX-3506;HS-C-540794;540794;HS;Goods;C;"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3507;HS-C-540810;540810;HS;Goods;C;"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3508;HS-C-540821;540821;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3509;HS-C-540822;540822;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3510;HS-C-540823;540823;HS;Goods;C;"Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3511;HS-C-540824;540824;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3512;HS-C-540831;540831;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3513;HS-C-540832;540832;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3514;HS-C-540833;540833;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0639;G-LVL03-IDX-3515;HS-C-540834;540834;HS;Goods;C;"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3516;HS-C-550110;550110;HS;Goods;C;"Fibres; synthetic filament tow, of nylon or other polyamides";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3517;HS-C-550111;550111;HS;Goods;C;"Fibres; synthetic filament tow, of nylon or other polyamides, of aramids";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3518;HS-C-550119;550119;HS;Goods;C;"Fibres; synthetic filament tow, of nylon or other polyamides, of other than aramids";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3519;HS-C-550120;550120;HS;Goods;C;"Fibres; synthetic filament tow, of polyesters";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3520;HS-C-550130;550130;HS;Goods;C;"Fibres; synthetic filament tow, acrylic or modacrylic";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3521;HS-C-550140;550140;HS;Goods;C;"Fibres; synthetic filament tow, of polypropylene";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0640;G-LVL03-IDX-3522;HS-C-550190;550190;HS;Goods;C;"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0641;G-LVL03-IDX-3523;HS-C-550200;550200;HS;Goods;C;"Fibres; artificial filament tow";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0641;G-LVL03-IDX-3524;HS-C-550210;550210;HS;Goods;C;"Fibres; artificial filament tow of cellulose acetate";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0641;G-LVL03-IDX-3525;HS-C-550290;550290;HS;Goods;C;"Fibres; artificial filament tow, other than cellulose acetate";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3526;HS-C-550310;550310;HS;Goods;C;Staple fibres of nylon, polyamides, not carded, combe;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3527;HS-C-550311;550311;HS;Goods;C;"Fibres; synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3528;HS-C-550319;550319;HS;Goods;C;"Fibres; synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3529;HS-C-550320;550320;HS;Goods;C;"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3530;HS-C-550330;550330;HS;Goods;C;"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3531;HS-C-550340;550340;HS;Goods;C;"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0642;G-LVL03-IDX-3532;HS-C-550390;550390;HS;Goods;C;"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0643;G-LVL03-IDX-3533;HS-C-550410;550410;HS;Goods;C;"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0643;G-LVL03-IDX-3534;HS-C-550490;550490;HS;Goods;C;"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0644;G-LVL03-IDX-3535;HS-C-550510;550510;HS;Goods;C;"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0644;G-LVL03-IDX-3536;HS-C-550520;550520;HS;Goods;C;"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0645;G-LVL03-IDX-3537;HS-C-550610;550610;HS;Goods;C;"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0645;G-LVL03-IDX-3538;HS-C-550620;550620;HS;Goods;C;"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0645;G-LVL03-IDX-3539;HS-C-550630;550630;HS;Goods;C;"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0645;G-LVL03-IDX-3540;HS-C-550640;550640;HS;Goods;C;"Fibres; synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0645;G-LVL03-IDX-3541;HS-C-550690;550690;HS;Goods;C;"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0646;G-LVL03-IDX-3542;HS-C-550700;550700;HS;Goods;C;"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0647;G-LVL03-IDX-3543;HS-C-550810;550810;HS;Goods;C;"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0647;G-LVL03-IDX-3544;HS-C-550820;550820;HS;Goods;C;"Sewing thread; of artificial staple fibres, whether or not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3545;HS-C-550911;550911;HS;Goods;C;"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3546;HS-C-550912;550912;HS;Goods;C;"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3547;HS-C-550921;550921;HS;Goods;C;"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3548;HS-C-550922;550922;HS;Goods;C;"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3549;HS-C-550931;550931;HS;Goods;C;"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3550;HS-C-550932;550932;HS;Goods;C;"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3551;HS-C-550941;550941;HS;Goods;C;"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3552;HS-C-550942;550942;HS;Goods;C;"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3553;HS-C-550951;550951;HS;Goods;C;"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3554;HS-C-550952;550952;HS;Goods;C;"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3555;HS-C-550953;550953;HS;Goods;C;"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3556;HS-C-550959;550959;HS;Goods;C;"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3557;HS-C-550961;550961;HS;Goods;C;"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3558;HS-C-550962;550962;HS;Goods;C;"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0648;G-LVL03-IDX-3559;HS-C-550969;550969;HS;Goods;C;"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale";2023-06-27 13:59:10;Eastern Standard Time
