pk_l2;pk_l3;un_pk_l3;un_code_l3;classificationDesc;classificationType;typeCode;desc_l3;updateMark;updateMark_TZ
G-LVL02-IDX-0013;G-LVL03-IDX-0108;HS-C-020830;020830;HS;Goods;C;"Meat and edible meat offal; of primates, fresh, chilled or frozen";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0013;G-LVL03-IDX-0109;HS-C-020840;020840;HS;Goods;C;"Meat and edible meat offal; of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia); of seals, sea lions and walruses (mammals of the suborder Pinnipedia), fresh, chilled or frozen";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0013;G-LVL03-IDX-0110;HS-C-020850;020850;HS;Goods;C;"Meat and edible meat offal; of reptiles (including snakes and turtles), fresh, chilled or frozen";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0013;G-LVL03-IDX-0111;HS-C-020860;020860;HS;Goods;C;"Meat and edible meat offal; of camels and other camelids (Camelidae), fresh, chilled or frozen";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0013;G-LVL03-IDX-0112;HS-C-020890;020890;HS;Goods;C;"Meat and edible meat offal; n.e.c. in chapter 2, fresh, chilled or frozen";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0014;G-LVL03-IDX-0113;HS-C-020900;020900;HS;Goods;C;Pig fat (free of lean meat) & poultry fat (not rendered/othw. extracted), fresh/chilled/frozen/salted/in brine/dried/smoked;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0014;G-LVL03-IDX-0114;HS-C-020910;020910;HS;Goods;C;"Fat; pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0014;G-LVL03-IDX-0115;HS-C-020990;020990;HS;Goods;C;"Fat; poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0116;HS-C-021011;021011;HS;Goods;C;"Meat; salted, in brine, dried or smoked, of swine, hams, shoulders and cuts thereof, with bone in";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0117;HS-C-021012;021012;HS;Goods;C;"Meat; salted, in brine, dried or smoked, of swine, bellies (streaky) and cuts thereof";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0118;HS-C-021019;021019;HS;Goods;C;"Meat; salted in brine, dried or smoked, of swine, n.e.c. in item no. 0210.1";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0119;HS-C-021020;021020;HS;Goods;C;"Meat; salted, in brine, dried or smoked, of bovine animals";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0120;HS-C-021090;021090;HS;Goods;C;Meat and edible meat offal cured, flours, meals nes;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0121;HS-C-021091;021091;HS;Goods;C;"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of primates";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0122;HS-C-021092;021092;HS;Goods;C;"Meat and edible meat offal; salted, in brine, dried or smoked; edible flours, meals of meat or meat offal, of whales, dolphins, porpoises (of order Cetacea); manatees, dugongs (of order Sirenia); seals, sea lions, and walruses (of suborder Pinnipedia)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0123;HS-C-021093;021093;HS;Goods;C;"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of reptiles (including snakes and turtles)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0015;G-LVL03-IDX-0124;HS-C-021099;021099;HS;Goods;C;"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, other than of primates, whales, dolphins, porpoises, manatees, dugongs, seals, sea lions, walruses, reptiles (including snakes and turtles)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0125;HS-C-030110;030110;HS;Goods;C;Live ornamental fish;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0126;HS-C-030111;030111;HS;Goods;C;"Fish; live, ornamental, freshwater";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0127;HS-C-030119;030119;HS;Goods;C;"Fish; live, ornamental, other than freshwater";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0128;HS-C-030191;030191;HS;Goods;C;"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0129;HS-C-030192;030192;HS;Goods;C;"Fish; live, eels (Anguilla spp.)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0130;HS-C-030193;030193;HS;Goods;C;"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0131;HS-C-030194;030194;HS;Goods;C;"Fish; live, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0132;HS-C-030195;030195;HS;Goods;C;"Fish; live, southern bluefin tunas (Thunnus maccoyii)";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0016;G-LVL03-IDX-0133;HS-C-030199;030199;HS;Goods;C;"Fish; live, n.e.c. in heading 0301";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0134;HS-C-030211;030211;HS;Goods;C;"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0135;HS-C-030212;030212;HS;Goods;C;Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0136;HS-C-030213;030213;HS;Goods;C;"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0137;HS-C-030214;030214;HS;Goods;C;"Fish; fresh or chilled, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0138;HS-C-030219;030219;HS;Goods;C;"Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0139;HS-C-030221;030221;HS;Goods;C;"Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0140;HS-C-030222;030222;HS;Goods;C;"Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0141;HS-C-030223;030223;HS;Goods;C;"Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0142;HS-C-030224;030224;HS;Goods;C;"Fish; fresh or chilled, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0143;HS-C-030229;030229;HS;Goods;C;"Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0144;HS-C-030231;030231;HS;Goods;C;"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0145;HS-C-030232;030232;HS;Goods;C;"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0146;HS-C-030233;030233;HS;Goods;C;"Fish; fresh or chilled, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0147;HS-C-030234;030234;HS;Goods;C;"Fish; fresh or chilled, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0148;HS-C-030235;030235;HS;Goods;C;"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0149;HS-C-030236;030236;HS;Goods;C;"Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0150;HS-C-030239;030239;HS;Goods;C;"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0151;HS-C-030240;030240;HS;Goods;C;Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0152;HS-C-030241;030241;HS;Goods;C;"Fish; fresh or chilled, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0153;HS-C-030242;030242;HS;Goods;C;"Fish; fresh or chilled, anchovies (Engraulis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0154;HS-C-030243;030243;HS;Goods;C;"Fish; fresh or chilled, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0155;HS-C-030244;030244;HS;Goods;C;"Fish; fresh or chilled, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0156;HS-C-030245;030245;HS;Goods;C;"Fish; fresh or chilled, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0157;HS-C-030246;030246;HS;Goods;C;"Fish; fresh or chilled, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0158;HS-C-030247;030247;HS;Goods;C;"Fish; fresh or chilled, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0159;HS-C-030249;030249;HS;Goods;C;"Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0160;HS-C-030250;030250;HS;Goods;C;Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0161;HS-C-030251;030251;HS;Goods;C;"Fish; fresh or chilled, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0162;HS-C-030252;030252;HS;Goods;C;"Fish; fresh or chilled, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0163;HS-C-030253;030253;HS;Goods;C;"Fish; fresh or chilled, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0164;HS-C-030254;030254;HS;Goods;C;"Fish; fresh or chilled, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0165;HS-C-030255;030255;HS;Goods;C;"Fish; fresh or chilled, Alaska pollock (Theragra chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0166;HS-C-030256;030256;HS;Goods;C;"Fish; fresh or chilled, blue whitings (Micromesistius poutassou, Micromesistius australis),excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0167;HS-C-030259;030259;HS;Goods;C;"Fish; fresh or chilled, n.e.c. in item no. 0302.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0168;HS-C-030261;030261;HS;Goods;C;Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0169;HS-C-030262;030262;HS;Goods;C;Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0170;HS-C-030263;030263;HS;Goods;C;Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0171;HS-C-030264;030264;HS;Goods;C;Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0172;HS-C-030265;030265;HS;Goods;C;Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0173;HS-C-030266;030266;HS;Goods;C;Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0174;HS-C-030267;030267;HS;Goods;C;Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0175;HS-C-030268;030268;HS;Goods;C;Toothfish (Dissostichus spp.),fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes);2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0176;HS-C-030269;030269;HS;Goods;C;Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0177;HS-C-030270;030270;HS;Goods;C;Fish livers & roes, fresh/chilled;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0178;HS-C-030271;030271;HS;Goods;C;"Fish; fresh or chilled, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0179;HS-C-030272;030272;HS;Goods;C;"Fish; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0180;HS-C-030273;030273;HS;Goods;C;"Fish; fresh or chilled, Carp (as specified by the WCO.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0181;HS-C-030274;030274;HS;Goods;C;"Fish; fresh or chilled, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0182;HS-C-030279;030279;HS;Goods;C;"Fish; fresh or chilled, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0183;HS-C-030281;030281;HS;Goods;C;"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0184;HS-C-030282;030282;HS;Goods;C;"Fish; fresh or chilled, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0185;HS-C-030283;030283;HS;Goods;C;"Fish; fresh or chilled, toothfish (Dissostichus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0186;HS-C-030284;030284;HS;Goods;C;"Fish; fresh or chilled, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0187;HS-C-030285;030285;HS;Goods;C;"Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0188;HS-C-030289;030289;HS;Goods;C;"Fish; fresh or chilled, n.e.c. in heading 0302, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0189;HS-C-030290;030290;HS;Goods;C;"Fish; fresh or chilled, livers and roes";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0190;HS-C-030291;030291;HS;Goods;C;"Fish; fresh or chilled, livers, roes and milt";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0191;HS-C-030292;030292;HS;Goods;C;"Fish; fresh or chilled, shark fins";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0017;G-LVL03-IDX-0192;HS-C-030299;030299;HS;Goods;C;"Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0018;G-LVL03-IDX-0193;HS-C-030310;030310;HS;Goods;C;Salmon, Pacific, frozen, whole;2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0018;G-LVL03-IDX-0194;HS-C-030311;030311;HS;Goods;C;"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0018;G-LVL03-IDX-0195;HS-C-030312;030312;HS;Goods;C;"Fish; frozen, Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/ kisutch/masou/rhodurus) other than sockeye salmon (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99";2023-06-27 13:59:10;Eastern Standard Time
G-LVL02-IDX-0018;G-LVL03-IDX-0196;HS-C-030313;030313;HS;Goods;C;"Fish; frozen, Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99";2023-06-27 13:59:10;Eastern Standard Time
