pk;pk_l1;pk_l2;pk_l3;un_pk_l0;un_pk_l1;un_pk_l2;un_pk_l3;un_code_l1;un_code_l2;un_code_l3;classificationDesc;classificationType;typeCode;desc_l1;desc_l2;desc_l3
G-LVL01-IDX-0062-G-LVL02-IDX-0732-G-LVL03-IDX-4089;G-LVL01-IDX-0062;G-LVL02-IDX-0732;G-LVL03-IDX-4089;HS-C-TOTAL;HS-C-63;HS-C-6301;HS-C-630120;63;6301;630120;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Blankets and travelling rugs;"Blankets (other than electric blankets) and travelling rugs; of wool or of fine animal hair"
G-LVL01-IDX-0062-G-LVL02-IDX-0732-G-LVL03-IDX-4090;G-LVL01-IDX-0062;G-LVL02-IDX-0732;G-LVL03-IDX-4090;HS-C-TOTAL;HS-C-63;HS-C-6301;HS-C-630130;63;6301;630130;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Blankets and travelling rugs;"Blankets (other than electric blankets) and travelling rugs; of cotton"
G-LVL01-IDX-0062-G-LVL02-IDX-0732-G-LVL03-IDX-4091;G-LVL01-IDX-0062;G-LVL02-IDX-0732;G-LVL03-IDX-4091;HS-C-TOTAL;HS-C-63;HS-C-6301;HS-C-630140;63;6301;630140;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Blankets and travelling rugs;"Blankets (other than electric blankets) and travelling rugs; of synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0732-G-LVL03-IDX-4092;G-LVL01-IDX-0062;G-LVL02-IDX-0732;G-LVL03-IDX-4092;HS-C-TOTAL;HS-C-63;HS-C-6301;HS-C-630190;63;6301;630190;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Blankets and travelling rugs;"Blankets and travelling rugs; n.e.c. in heading no. 6301"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4093;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4093;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630210;63;6302;630210;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4094;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4094;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630221;63;6302;630221;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of cotton, printed, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4095;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4095;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630222;63;6302;630222;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of man-made fibres, printed, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4096;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4096;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630229;63;6302;630229;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of textile materials (other than cotton or man-made fibres), printed, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4097;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4097;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630231;63;6302;630231;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of cotton (not printed, knitted or crocheted)"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4098;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4098;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630232;63;6302;630232;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of man-made fibres (not printed, knitted or crocheted)"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4099;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4099;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630239;63;6302;630239;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Bed linen; of textile materials other than cotton or man-made fibres (not printed, knitted or crocheted)"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4100;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4100;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630240;63;6302;630240;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Table linen; knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4101;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4101;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630251;63;6302;630251;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Table linen; of cotton, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4102;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4102;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630252;63;6302;630252;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;Table linen, of flax, not knit
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4103;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4103;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630253;63;6302;630253;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Table linen; of man-made fibres, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4104;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4104;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630259;63;6302;630259;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Table linen; of textile materials (other than cotton or man-made fibres), not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4105;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4105;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630260;63;6302;630260;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Kitchen and toilet linen; of terry towelling or similar terry fabrics, of cotton"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4106;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4106;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630291;63;6302;630291;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Toilet and kitchen linen; of cotton, excluding terry towelling or similar terry fabrics"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4107;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4107;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630292;63;6302;630292;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;Toilet or kitchen linen, of flax
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4108;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4108;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630293;63;6302;630293;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Toilet and kitchen linen; of man-made fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0733-G-LVL03-IDX-4109;G-LVL01-IDX-0062;G-LVL02-IDX-0733;G-LVL03-IDX-4109;HS-C-TOTAL;HS-C-63;HS-C-6302;HS-C-630299;63;6302;630299;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Bed linen, table linen, toilet linen and kitchen linen;"Toilet and kitchen linen; of textile materials (other than cotton or man-made fibres)"
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4110;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4110;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630311;63;6303;630311;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";Curtains drapes blinds valances, cotton, knit
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4111;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4111;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630312;63;6303;630312;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4112;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4112;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630319;63;6303;630319;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4113;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4113;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630391;63;6303;630391;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";"Curtains (including drapes) and interior blinds, curtain or bed valances; of cotton, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4114;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4114;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630392;63;6303;630392;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";"Curtains (including drapes) and interior blinds, curtain or bed valances; of synthetic fibres, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0734-G-LVL03-IDX-4115;G-LVL01-IDX-0062;G-LVL02-IDX-0734;G-LVL03-IDX-4115;HS-C-TOTAL;HS-C-63;HS-C-6303;HS-C-630399;63;6303;630399;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Curtains (including drapes) and interior blinds; curtain or bed valances";"Curtains (including drapes) and interior blinds, curtain or bed valances; of textile materials other than cotton or synthetic fibres, not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4116;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4116;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630411;63;6304;630411;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Bedspreads; knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4117;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4117;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630419;63;6304;630419;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Bedspreads; not knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4118;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4118;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630420;63;6304;630420;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Furnishing articles; excluding those of heading no. 9404, bed nets, specified in Subheading Note 1 to this Chapter"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4119;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4119;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630491;63;6304;630491;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Furnishing articles; excluding those of heading no. 9404, n.e.c. in heading 6304, knitted or crocheted"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4120;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4120;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630492;63;6304;630492;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Furnishing articles; of cotton, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4121;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4121;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630493;63;6304;630493;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Furnishing articles; of synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
G-LVL01-IDX-0062-G-LVL02-IDX-0735-G-LVL03-IDX-4122;G-LVL01-IDX-0062;G-LVL02-IDX-0735;G-LVL03-IDX-4122;HS-C-TOTAL;HS-C-63;HS-C-6304;HS-C-630499;63;6304;630499;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Furnishing articles; excluding those of heading no. 9404";"Furnishing articles; of textile materials other than cotton or synthetic fibres, not knitted or crocheted (excluding bedspreads and articles of heading no. 9404)"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4123;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4123;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630510;63;6305;630510;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4124;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4124;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630520;63;6305;630520;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of cotton"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4125;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4125;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630531;63;6305;630531;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;Sacks & bags, packing, polyethylene or polypropylene
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4126;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4126;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630532;63;6305;630532;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, flexible intermediate bulk containers"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4127;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4127;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630533;63;6305;630533;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4128;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4128;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630539;63;6305;630539;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of man-made textile materials, not of polyethylene or polypropylene strip or the like, not flexible intermediate bulk containers"
G-LVL01-IDX-0062-G-LVL02-IDX-0736-G-LVL03-IDX-4129;G-LVL01-IDX-0062;G-LVL02-IDX-0736;G-LVL03-IDX-4129;HS-C-TOTAL;HS-C-63;HS-C-6305;HS-C-630590;63;6305;630590;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";Sacks and bags, of a kind used for the packing of goods;"Sacks and bags; of a kind used for the packing of goods, of textile materials (other than jute, cotton or man-made textile materials)"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4130;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4130;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630611;63;6306;630611;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";Tarpaulins, awnings and sunblinds, of cotton
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4131;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4131;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630612;63;6306;630612;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";"Tarpaulins, awnings and sunblinds; of synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4132;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4132;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630619;63;6306;630619;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";"Tarpaulins, awnings and sunblinds; of textile materials other than synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4133;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4133;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630621;63;6306;630621;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";Tents, of cotton
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4134;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4134;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630622;63;6306;630622;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";"Tents (including temporary canopies and similar articles); of synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4135;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4135;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630629;63;6306;630629;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";"Tents (including temporary canopies and similar articles); of textile materials other than synthetic fibres"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4136;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4136;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630630;63;6306;630630;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";"Sails; for boats, sailboards or landcraft"
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4137;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4137;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630631;63;6306;630631;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";Sails, synthetic fibres
G-LVL01-IDX-0062-G-LVL02-IDX-0737-G-LVL03-IDX-4138;G-LVL01-IDX-0062;G-LVL02-IDX-0737;G-LVL03-IDX-4138;HS-C-TOTAL;HS-C-63;HS-C-6306;HS-C-630639;63;6306;630639;HS;Goods;C;"Textiles, made up articles; sets; worn clothing and worn textile articles; rags";"Tarpaulins, awnings and sunblinds; tents (including temporary canopies and similar articles); sails for boats, sailboards or landcraft; camping goods";Sails, of material nes
